Date,kedah_sek_keb_felda_bukit_tangga,kedah_sg_badak_di_akademi_binaan_malaysia_abm,kedah_sg_padang_terap_di_kepala_batas,kedah_sg_sintok_di_uum_sintok,kedah_sg_temin_di_kg_jeragan,kedah_felcra_sebapin,kedah_sek_keb_lamdin,kedah_sg_durian_burung_di_durian_burung,kedah_sg_padang_sanai_di_padang_sanai,kedah_sg_sari_di_kilang_gula_padang_terap,kedah_sek_keb_kampung_bukit
2019-08-09,26.5,0.0,,,,,,,,9.0,
2019-08-10,17.5,0.0,,,,,,,,20.5,
2019-08-11,10.5,0.0,,,,,,,,2.0,
2019-08-12,9.5,0.0,,,,,,,,0.0,
2019-08-13,0.0,0.0,,,,,,,,0.0,
2019-08-14,5.0,1.0,,,,,,,,1.0,
2019-08-15,7.0,0.0,,,,,,,,19.5,
2019-08-16,3.5,0.0,,,,,,,,1.5,
2019-08-17,0.0,0.0,,,,,,,,0.0,
2019-08-18,14.5,1.0,,,,,,,,33.0,
2019-08-19,0.0,0.0,,,,,,,,0.0,
2019-08-20,0.0,0.0,,,,,,,,0.0,
2019-08-21,0.0,0.0,,,,,,,,10.5,
2019-08-22,4.5,0.0,,,,,,,,34.5,
2019-08-23,0.0,0.0,,,,,,,,0.0,
2019-08-24,2.0,0.0,,,,,,,,23.0,
2019-08-25,6.0,0.0,30.0,,,,,,21.0,17.5,
2019-08-26,0.0,0.0,0.0,,,,,,21.0,0.0,
2019-08-27,45.0,0.0,4.5,,,,,,12.0,0.5,
2019-08-28,3.5,0.0,2.0,,,,,,0.5,1.5,
2019-08-29,19.0,2.5,21.5,,,,,,1.5,14.0,
2019-08-30,0.5,1.5,21.5,,,,,,,0.0,
2019-08-31,0.5,32.5,,,,,,,,0.0,
2019-09-01,0.0,0.0,,,,,,,,0.0,
2019-09-02,0.0,0.0,0.0,,,,,,0.0,0.0,
2019-09-03,0.0,0.0,0.0,,,,,,6.5,3.5,
2019-09-04,0.0,0.0,0.0,,,,,,0.0,0.0,
2019-09-05,0.0,0.0,0.0,,,,,,0.0,0.0,
2019-09-06,0.0,0.0,0.0,,,,,,0.0,0.0,
2019-09-07,0.0,0.0,0.0,,,,,,0.0,0.0,
2019-09-08,0.0,0.5,0.0,,,,,,20.0,10.0,
2019-09-09,0.0,0.5,0.0,,,,,,20.0,3.0,
2019-09-10,0.0,0.0,0.0,,,,,,0.0,0.0,
2019-09-11,0.0,0.5,0.0,,,,,,0.0,0.0,
2019-09-12,0.0,4.0,0.0,,,,,,0.0,0.0,
2019-09-13,3.0,7.0,12.5,,,,,,0.0,7.0,
2019-09-14,12.5,2.5,12.5,,,,,,19.5,45.0,
2019-09-15,17.0,0.0,3.0,,,,,,19.5,22.0,
2019-09-16,19.0,0.0,,,,,,,,3.0,
2019-09-17,0.0,0.0,0.5,,,,,,0.0,0.5,
2019-09-18,0.0,0.0,0.5,,,,,,0.0,0.0,
2019-09-19,0.0,0.0,0.0,,,,,,3.0,4.5,
2019-09-20,0.0,0.0,0.0,,,,,,3.0,0.5,
2019-09-21,0.0,0.0,0.0,,,,,,0.0,0.0,
2019-09-22,14.5,1.0,7.0,,,,,,,7.5,
2019-09-23,0.0,0.0,7.0,,,,,,3.0,0.0,
2019-09-24,0.5,0.0,0.0,,,,,,0.5,0.0,
2019-09-25,1.0,0.0,0.0,,,,,,5.5,6.0,
2019-09-26,6.0,0.0,0.0,,,,,,0.0,0.5,
2019-09-27,0.0,0.0,15.5,,,,,,0.0,0.0,
2019-09-28,0.0,0.0,15.5,,,,,,0.0,0.5,
2019-09-29,5.5,0.0,14.5,,,,,,0.0,0.0,
2019-09-30,18.5,1.0,14.5,,,,,,6.0,6.0,
2019-10-01,2.5,0.0,6.5,,,,,,6.0,2.5,
2019-10-02,10.5,0.0,3.0,,,,,,1.5,1.5,
2019-10-03,20.0,0.0,24.5,,,,,,11.0,6.5,
2019-10-04,0.5,1.0,24.5,,,,,,2.0,2.0,
2019-10-05,27.5,0.0,9.0,,,,,,50.0,17.5,
2019-10-06,3.0,0.0,7.5,,,,,,0.0,11.0,
2019-10-07,1.0,0.0,7.5,,,,,,70.0,6.5,
2019-10-08,0.5,0.0,310.0,,,,,,70.0,28.5,
2019-10-09,5.5,0.0,310.0,,,,,,40.0,1.0,
2019-10-10,15.0,0.0,20.0,,,,,,70.0,5.0,
2019-10-11,2.0,0.0,0.0,,,,,,0.0,3.5,
2019-10-12,1.0,0.0,,,,,,,,34.0,
2019-10-13,74.5,1.5,,,,,,,,13.0,
2019-10-14,1.0,2.0,650.0,,,,,,95.0,30.0,
2019-10-15,3.0,4.0,75.0,,,,,,15.0,5.0,
2019-10-16,0.0,0.0,280.0,,,,,,5.0,0.5,
2019-10-17,21.0,10.0,0.0,,,,,,15.0,1.5,
2019-10-18,8.0,9.0,95.0,,,,,,30.0,7.0,
2019-10-19,1.5,10.5,100.0,,,,,,5.0,9.0,
2019-10-20,2.0,0.5,0.0,,,,,,10.0,0.5,
2019-10-21,14.0,29.5,285.0,,,,,,15.0,0.5,
2019-10-22,0.5,0.0,0.0,,,,,,0.0,0.0,
2019-10-23,7.0,21.0,135.0,,,,,,20.0,7.5,
2019-10-24,58.5,34.0,60.0,,,,,,70.0,0.0,
2019-10-25,1.0,0.5,415.0,,,,,,0.0,1.0,
2019-10-26,31.0,4.5,0.0,,,,,,30.0,4.5,
2019-10-27,0.5,0.0,0.0,,,,,,0.0,0.0,
2019-10-28,,,,,,,,,,,
2019-10-29,0.0,0.0,20.0,,,,,,0.0,0.0,
2019-10-30,0.0,0.5,60.0,,,,,,0.0,0.0,
2019-10-31,0.0,0.0,0.0,,,,,,0.0,0.0,
2019-11-01,7.0,3.0,0.0,,,,,,35.0,1.0,
2019-11-02,2.0,0.0,0.0,,,,,,0.5,7.0,
2019-11-03,3.0,0.5,6.0,,,,,,7.5,8.0,
2019-11-04,13.5,25.5,0.0,,,,,,6.5,6.0,
2019-11-05,36.0,1.0,0.0,,,,,,11.5,6.5,
2019-11-06,19.5,0.0,0.0,,,,,,6.0,0.5,
2019-11-07,0.0,1.0,15.0,,,,,,3.5,2.0,
2019-11-08,13.5,3.0,1.0,,,,,,4.0,23.0,
2019-11-09,1.0,0.5,0.0,,,,,,4.0,0.0,
2019-11-10,0.5,11.0,0.0,,,,,,0.0,19.5,
2019-11-11,0.0,20.0,7.0,,,,,,1.5,2.0,
2019-11-12,0.0,0.0,0.0,,,,,,0.0,31.5,
2019-11-13,84.5,67.5,0.5,,,,,,0.5,62.5,
2019-11-14,0.5,5.5,4.0,,,,,,0.5,0.0,
2019-11-15,0.0,0.0,4.5,,,,,,0.5,0.0,
2019-11-16,0.0,0.0,0.0,,,,,,0.0,0.0,
2019-11-17,0.0,2.5,10.0,,,,,,0.0,6.0,
2019-11-18,0.0,0.0,3.0,,,,,,0.5,0.0,
2019-11-19,1.5,4.0,3.0,,,,,,0.0,0.5,
2019-11-20,0.0,0.0,3.0,,,,,,0.0,0.0,
2019-11-21,0.0,0.0,0.0,,,,,,0.0,0.0,
2019-11-22,1.5,0.5,10.0,,,,,,0.0,0.0,
2019-11-23,2.0,0.5,38.5,,,,,,0.0,7.5,
2019-11-24,0.0,0.0,0.0,,,,,,0.0,0.0,
2019-11-25,0.5,0.5,0.0,,,,,,0.0,0.0,
2019-11-26,0.5,0.5,0.0,,,,,,0.0,0.0,
2019-11-27,1.0,0.0,0.0,,,,,,0.0,0.0,
2019-11-28,0.0,4.0,0.5,,,,,,0.5,0.0,
2019-11-29,0.0,1.5,0.0,,,,,,0.5,0.0,
2019-11-30,0.5,1.5,0.0,,,,,,0.0,2.0,
2019-12-01,0.0,0.0,1.0,,,,,,0.0,4.0,
2019-12-02,3.0,6.5,2.0,,,,,,0.0,11.0,
2019-12-03,0.0,0.0,0.0,,,,,,,0.0,
2019-12-04,0.0,0.0,0.0,,,,,,0.0,0.0,
2019-12-05,0.0,0.0,0.0,1.5,,,,,0.0,0.0,
2019-12-06,0.0,0.0,0.0,0.0,,,,,0.0,0.0,
2019-12-07,0.0,0.0,0.0,0.0,,,,,0.0,0.0,
2019-12-08,0.0,0.0,0.0,0.0,,,,,0.0,0.0,
2019-12-09,0.0,0.0,0.0,0.0,,,,,0.0,0.0,
2019-12-10,0.0,0.0,0.0,0.0,,,,,0.0,0.0,
2019-12-11,0.0,0.0,0.0,0.0,,,,,0.0,0.0,
2019-12-12,0.0,0.0,0.0,0.0,,,,,0.0,0.0,
2019-12-13,0.0,0.0,0.0,0.0,,,,,0.0,0.0,
2019-12-14,0.0,0.0,0.0,0.0,,,,,0.0,0.0,
2019-12-15,0.0,1.0,0.5,1.5,,,,,0.0,0.0,
2019-12-16,0.0,1.0,0.5,1.5,,,,,0.0,0.0,
2019-12-17,9.5,14.0,0.0,6.5,,,23.5,,0.0,7.5,
2019-12-18,3.0,4.5,2.5,3.0,,,18.5,,0.0,13.0,
2019-12-19,2.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2019-12-20,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2019-12-21,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2019-12-22,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2019-12-23,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2019-12-24,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2019-12-25,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2019-12-26,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2019-12-27,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2019-12-28,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2019-12-29,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2019-12-30,0.0,0.0,,0.0,,,0.0,,0.0,0.0,
2019-12-31,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-01,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-02,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-03,0.0,0.0,,,,,0.0,,,0.0,
2020-01-04,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-05,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-06,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-07,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-08,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-09,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-10,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-11,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-12,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-13,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-14,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-15,2.5,0.0,0.0,0.0,,,1.0,,0.0,2.0,
2020-01-16,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-17,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-18,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-19,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-20,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-21,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-22,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-23,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-24,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-25,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-26,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-27,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-28,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-29,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-30,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-01-31,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-02-01,,0.0,0.5,0.0,,,0.0,,0.0,0.0,
2020-02-02,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-02-03,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-02-04,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-02-05,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-02-06,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-02-07,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-02-08,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-02-09,,0.5,0.0,0.0,,,0.0,,0.0,2.5,
2020-02-10,,18.0,15.5,12.5,,,22.5,,0.0,28.0,
2020-02-11,,0.0,3.0,0.0,,,14.5,,0.0,5.0,
2020-02-12,,0.0,8.0,0.0,,,0.0,,0.0,0.0,
2020-02-13,,1.5,0.0,1.0,,,0.0,,0.0,8.5,
2020-02-14,,0.0,0.0,0.0,,,3.0,,0.5,0.5,
2020-02-15,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-02-16,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-02-17,,0.0,0.0,0.0,,,3.5,,0.0,0.0,
2020-02-18,,0.0,,0.0,,,1.0,,0.0,0.0,
2020-02-19,,0.0,,,,,0.0,,,0.0,
2020-02-20,,0.0,,,,,0.0,,,0.0,
2020-02-21,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-02-22,,0.0,1.0,0.0,,,0.0,,0.0,0.0,
2020-02-23,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-02-24,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-02-25,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-02-26,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-02-27,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-02-28,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-02-29,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-03-01,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-03-02,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-03-03,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-03-04,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-03-05,,21.5,0.5,4.5,,,19.0,,1.0,26.0,
2020-03-06,,72.5,2.0,38.0,,,13.0,,0.0,55.0,
2020-03-07,,0.0,2.0,0.0,,,0.5,,0.0,0.0,
2020-03-08,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-03-09,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-03-10,,0.0,0.0,0.0,,,2.0,,0.0,0.0,
2020-03-11,,0.5,3.5,0.0,,,2.0,,0.0,2.5,
2020-03-12,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-03-13,,0.0,,,,,0.0,,,0.0,
2020-03-14,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-03-15,,14.0,0.0,5.5,,,0.0,,0.0,0.0,
2020-03-16,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-03-17,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-03-18,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-03-19,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-03-20,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-03-21,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-03-22,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-03-23,,16.0,0.0,1.0,,,0.0,,0.0,16.0,
2020-03-24,,0.0,50.0,0.0,,,0.0,,0.0,0.0,
2020-03-25,,8.5,0.5,0.0,,,0.5,,0.0,0.0,
2020-03-26,,0.0,8.5,0.0,,,0.0,,0.0,20.0,
2020-03-27,,0.0,8.5,0.0,,,0.0,,0.0,0.0,
2020-03-28,,0.0,0.0,0.0,,,2.0,,0.0,0.0,
2020-03-29,,0.0,1.5,0.0,,,0.0,,0.0,0.0,
2020-03-30,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-03-31,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-04-01,,1.0,0.0,3.0,,,0.0,,0.0,11.5,
2020-04-02,,2.5,19.0,5.5,,,5.5,,0.0,0.5,
2020-04-03,,3.5,13.0,1.0,,,2.5,,0.0,6.5,
2020-04-04,,0.5,0.0,0.0,,,0.0,,0.0,0.5,
2020-04-05,,0.0,43.5,0.5,,,33.0,,0.0,1.0,
2020-04-06,,0.5,0.0,1.5,,,41.0,,0.0,0.5,
2020-04-07,,0.5,12.0,0.0,,,38.5,,0.0,0.0,
2020-04-08,,1.0,0.0,1.0,,,0.0,,0.0,0.0,
2020-04-09,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-04-10,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-04-11,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-04-12,,1.0,0.0,13.5,,,0.0,,0.0,4.5,
2020-04-13,,0.5,0.0,1.5,,,3.0,,0.0,1.0,
2020-04-14,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-04-15,,0.5,11.5,5.5,,,42.5,,0.0,14.5,
2020-04-16,,1.5,7.5,15.0,,,0.5,,0.0,3.5,
2020-04-17,,0.0,0.0,0.5,,,0.5,,0.0,7.5,
2020-04-18,,0.0,1.5,1.5,,,6.5,,0.0,5.5,
2020-04-19,,0.0,15.5,13.0,,,0.0,,0.0,0.0,
2020-04-20,,0.5,5.5,3.0,,,1.5,,0.0,0.0,
2020-04-21,,0.0,4.5,0.0,,,10.5,,0.0,0.0,
2020-04-22,,0.0,25.5,0.5,,,23.5,,0.0,11.5,
2020-04-23,,0.0,5.5,5.0,,,6.5,,0.0,0.0,
2020-04-24,,0.0,0.0,0.5,,,0.0,,0.0,0.5,
2020-04-25,,0.0,6.5,0.0,,,0.5,,0.0,0.0,
2020-04-26,,0.0,6.5,0.0,,,10.5,,0.0,0.0,
2020-04-27,,0.0,1.0,0.0,,,5.5,,0.0,0.0,
2020-04-28,,0.0,3.5,0.0,,,2.5,,0.0,0.0,
2020-04-29,,0.0,18.5,0.0,,,9.5,,0.0,0.0,
2020-04-30,,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-05-01,,0.0,1.0,0.0,,,6.0,,0.0,0.0,
2020-05-02,,0.5,1.5,10.0,,,27.5,,0.0,9.5,
2020-05-03,,0.0,3.5,0.5,,,0.5,,0.0,0.5,
2020-05-04,,0.0,0.0,0.0,,,17.5,,0.0,35.5,
2020-05-05,,0.0,3.0,8.5,,,34.5,,0.0,13.0,
2020-05-06,,1.5,3.0,12.0,,,1.0,,0.0,4.5,
2020-05-07,,1.0,4.0,18.5,,,27.0,,0.0,0.5,
2020-05-08,,0.0,6.0,24.0,,,15.0,,75.5,73.5,
2020-05-09,,4.0,18.0,15.5,,,23.5,,0.5,15.0,
2020-05-10,,3.0,12.5,1.5,,,29.5,,5.5,46.5,
2020-05-11,,20.5,1.5,9.0,,,37.5,,0.5,4.5,
2020-05-12,,,5.0,15.5,,,53.5,,0.0,89.5,
2020-05-13,,,0.0,0.0,,,0.0,,0.0,0.0,
2020-05-14,9.0,,7.0,0.0,,0.0,2.5,,0.0,0.5,
2020-05-15,0.5,,0.0,0.0,,0.0,6.5,,0.0,1.0,
2020-05-16,12.0,,1.0,0.0,,0.0,0.5,,1.5,99.0,
2020-05-17,100.5,,24.5,70.0,,0.0,6.5,,5.5,11.0,
2020-05-18,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2020-05-19,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2020-05-20,0.0,,0.5,0.0,,0.0,2.5,,0.0,11.0,
2020-05-21,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
2020-05-22,6.5,,0.0,12.5,,0.0,41.5,,0.0,0.0,
2020-05-23,0.0,,,,,0.5,5.0,,,1.0,
2020-05-24,18.0,,,,,56.5,17.0,,,61.0,
2020-05-25,0.0,,,,,0.0,1.0,,,0.5,
2020-05-26,1.5,,2.0,4.5,,2.5,2.5,,0.0,0.0,
2020-05-27,0.0,,0.0,0.5,,0.0,29.0,,0.0,0.0,
2020-05-28,13.0,,13.0,11.5,,15.0,23.0,,0.0,37.5,
2020-05-29,33.5,,1.5,4.0,,2.0,1.0,,0.0,1.5,
2020-05-30,4.0,,3.5,5.5,,0.0,1.0,,0.0,8.0,
2020-05-31,38.0,,68.0,32.0,,,33.5,,0.0,11.5,
2020-06-01,0.0,,0.0,0.0,,,0.0,,0.0,0.5,
2020-06-02,1.5,,1.0,0.0,,,0.0,,0.0,0.0,
2020-06-03,0.5,,0.0,0.5,,,31.5,,0.0,6.5,
2020-06-04,0.5,,0.0,0.0,,,0.5,,0.0,0.5,
2020-06-05,5.5,,14.0,19.5,,,2.5,,0.0,0.0,
2020-06-06,0.0,,0.0,0.0,,,0.0,,0.0,0.5,
2020-06-07,0.5,,0.0,0.0,,,0.0,,0.0,11.0,
2020-06-08,0.0,,0.0,0.0,,,0.0,,0.0,0.5,
2020-06-09,0.0,,0.0,0.0,,,0.0,,0.0,0.0,
2020-06-10,0.0,,0.0,0.0,,,35.5,,0.0,2.0,
2020-06-11,0.0,,17.0,0.0,,,0.5,,0.0,0.0,
2020-06-12,0.0,,2.5,3.5,,,3.5,,0.0,16.5,
2020-06-13,0.0,,0.0,0.5,,,0.0,,0.0,10.0,
2020-06-14,5.5,,0.0,19.0,,,0.0,,0.0,0.0,
2020-06-15,0.0,,0.0,0.5,,,7.5,,0.0,0.0,
2020-06-16,2.0,,14.0,1.5,,,6.0,,0.0,1.0,
2020-06-17,11.0,0.0,0.0,3.0,,,0.0,,0.0,0.0,
2020-06-18,3.0,0.0,0.0,2.0,,,1.5,,0.0,0.0,
2020-06-19,0.0,0.0,2.0,0.0,,,5.5,,0.0,0.0,
2020-06-20,18.5,0.0,2.0,0.0,,,0.0,,0.5,18.0,
2020-06-21,0.0,0.0,0.0,0.0,,,0.0,,0.0,12.5,
2020-06-22,6.0,0.0,1.0,9.0,,,9.0,,1.0,4.5,
2020-06-23,2.5,11.5,0.0,1.5,,,0.0,,0.0,7.5,
2020-06-24,17.5,1.5,3.0,48.5,,,14.5,,0.0,10.0,
2020-06-25,0.0,0.5,0.0,0.0,,,0.0,,0.0,0.0,
2020-06-26,1.5,0.5,5.5,4.0,,,1.0,,0.0,8.5,
2020-06-27,0.0,0.0,0.0,0.5,,,0.0,,0.0,0.0,
2020-06-28,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-06-29,2.5,0.0,0.0,0.0,,,46.5,,0.0,1.0,
2020-06-30,0.0,0.0,0.0,0.0,,,20.5,,0.0,0.0,
2020-07-01,0.5,0.0,,,,,52.0,,,33.0,
2020-07-02,0.5,0.0,0.0,0.5,,,7.0,,0.0,0.0,
2020-07-03,2.0,0.0,0.0,1.0,,,0.0,,0.0,0.5,
2020-07-04,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.5,
2020-07-05,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-07-06,14.0,0.0,6.0,14.0,,,17.5,,0.0,14.5,
2020-07-07,11.5,8.0,12.0,0.5,,,29.0,,,36.5,
2020-07-08,6.0,7.5,4.5,0.0,,,8.0,,0.0,5.5,
2020-07-09,6.0,5.5,45.5,0.0,,,0.0,,2.5,9.5,
2020-07-10,0.0,2.5,0.5,0.0,,,1.0,,0.0,0.0,
2020-07-11,0.5,1.5,9.5,0.0,,,15.0,,0.0,0.5,
2020-07-12,4.0,6.0,2.5,0.0,,,16.5,,0.0,12.5,
2020-07-13,9.0,0.5,7.5,0.0,,,1.5,,0.0,2.0,
2020-07-14,0.0,1.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-07-15,0.0,0.0,0.0,0.0,,,52.0,,0.0,0.0,
2020-07-16,62.5,6.0,95.5,0.0,,,27.5,,0.0,7.0,
2020-07-17,21.0,3.5,,,,,1.0,,,48.0,
2020-07-18,2.5,2.5,,,,,23.5,,,44.0,
2020-07-19,0.0,27.0,0.0,0.0,,,0.0,,0.0,0.5,
2020-07-20,3.5,2.0,,,,,2.5,,,22.0,
2020-07-21,4.5,5.0,14.0,0.0,,,0.5,,0.0,3.0,
2020-07-22,25.0,5.5,1.5,0.0,,,2.5,,0.0,14.0,
2020-07-23,0.0,17.5,0.0,0.0,,,1.5,,0.0,0.0,
2020-07-24,57.5,0.5,7.0,0.0,,,8.5,,0.0,34.5,
2020-07-25,2.5,1.0,9.0,0.0,,,53.0,,0.0,10.0,
2020-07-26,2.5,2.0,3.0,0.0,,,7.5,,0.0,10.0,
2020-07-27,2.0,1.5,0.5,0.0,,,2.5,,0.0,42.0,
2020-07-28,6.0,0.0,34.5,0.0,,,39.5,,3.0,58.5,
2020-07-29,0.0,3.5,0.0,0.0,,,3.0,,0.0,3.5,
2020-07-30,0.0,3.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-07-31,27.0,10.0,,,,,14.0,,,10.5,
2020-08-01,14.0,13.0,,,,,0.0,,,0.0,
2020-08-02,20.0,21.5,,,,,17.5,,,15.0,
2020-08-03,1.0,25.5,,,,,0.0,,,1.0,
2020-08-04,0.0,1.5,0.0,0.0,,,0.0,,0.0,0.0,
2020-08-05,0.0,0.0,0.0,0.0,,,6.0,,0.0,0.0,
2020-08-06,4.5,1.5,,0.0,,,0.0,,0.0,0.0,
2020-08-07,0.0,1.5,,,,,0.0,,,0.0,
2020-08-08,0.0,0.0,,,,,0.0,,,0.0,
2020-08-09,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-08-10,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
2020-08-11,,,,,,,,,,,
2020-08-12,,,,,,,,,,,
2020-08-13,,,,,,,,,,,
2020-08-14,,,,,,,,,,,
2020-08-15,,,,,,,,,,,
2020-08-16,,,,,,,,,,,
2020-08-17,,,,,,,,,,,
2020-08-18,,,,,,,,,,,
2020-08-19,,,,,,,,,,,
2020-08-20,,,,,,,,,,,
2020-08-21,,,,,,,,,,,
2020-08-22,,,,,,,,,,,
2020-08-23,,,,,,,,,,,
2020-08-24,,,,,,,,,,,
2020-08-25,,,,,,,,,,,
2020-08-26,,,,,,,,,,,
2020-08-27,,,,,,,,,,,
2020-08-28,,,,,,,,,,,
2020-08-29,,,,,,,,,,,
2020-08-30,,,,,,,,,,,
2020-08-31,,,,,,,,,,,
2020-09-01,,,,,,,,,,,
2020-09-02,,,,,,,,,,,
2020-09-03,,,,,,,,,,,
2020-09-04,,,,,,,,,,,
2020-09-05,,,,,,,,,,,
2020-09-06,,,,,,,,,,,
2020-09-07,,,,,,,,,,,
2020-09-08,,,,,,,,,,,
2020-09-09,,,,,,,,,,,
2020-09-10,,,,,,,,,,,
2020-09-11,,,,,,,,,,,
2020-09-12,,,,,,,,,,,
2020-09-13,,,,,,,,,,,
2020-09-14,,,,,,,,,,,
2020-09-15,,,,,,,,,,,
2020-09-16,,,,,,,,,,,
2020-09-17,,,,,,,,,,,
2020-09-18,,,,,,,,,,,
2020-09-19,,,,,,,,,,,
2020-09-20,,,,,,,,,,,
2020-09-21,,,,,,,,,,,
2020-09-22,,,,,,,,,,,
2020-09-23,,,,,,,,,,,
2020-09-24,,,,,,,,,,,
2020-09-25,,,,,,,,,,,
2020-09-26,,,,,,,,,,,
2020-09-27,,,,,,,,,,,
2020-09-28,,,,,,,,,,,
