Date,pasir_kemudi,felda_panching,komtur,sg_belat,sg_cherating
2017-01-27,46.0,11.0,15.5,8.5,1.0
2017-01-28,0.0,0.0,1.5,0.0,1.0
2017-01-29,0.0,0.0,0.0,0.0,0.0
2017-01-30,0.0,0.0,1.5,0.0,0.0
2017-01-31,0.5,0.0,22.0,0.0,0.0
2017-02-01,3.5,1.0,0.5,21.0,0.0
2017-02-02,0.0,0.0,0.5,0.0,0.0
2017-02-03,12.0,4.0,3.5,4.0,0.0
2017-02-04,1.5,7.0,0.5,,4.0
2017-02-05,10.0,2.0,24.0,,2.0
2017-02-06,3.0,13.0,8.5,,7.0
2017-02-07,0.0,0.0,0.0,,0.0
2017-02-08,,,,,
2017-02-09,,,,,
2017-02-10,,,,,
2017-02-11,,2.0,4.0,12.5,0.0
2017-02-12,,3.0,11.5,12.5,4.0
2017-02-13,,11.0,16.5,11.0,2.0
2017-02-14,5.0,5.0,5.5,8.0,6.0
2017-02-15,13.0,15.0,23.0,9.5,4.0
2017-02-16,2.5,2.0,3.5,,1.0
2017-02-17,1.0,1.0,3.0,,2.0
2017-02-18,22.0,14.0,3.0,0.5,4.0
2017-02-19,5.5,2.0,11.0,8.0,5.0
2017-02-20,2.0,0.0,1.5,3.0,0.0
2017-02-21,2.0,0.0,1.0,1.0,0.0
2017-02-22,0.5,0.0,1.0,1.0,0.0
2017-02-23,1.5,0.0,1.0,11.5,1.0
2017-02-24,26.0,18.0,0.5,14.0,4.0
2017-02-25,1.5,3.0,10.5,2.5,4.0
2017-02-26,20.0,16.0,23.5,17.0,9.0
2017-02-27,52.5,81.0,63.0,23.5,6.0
2017-02-28,12.5,17.0,14.5,17.5,2.0
2017-03-01,25.0,19.0,19.0,34.0,16.0
2017-03-02,47.0,50.0,19.0,16.0,19.0
2017-03-03,5.0,7.0,3.0,2.5,1.0
2017-03-04,0.0,0.0,0.5,0.5,0.0
2017-03-05,0.0,0.0,1.5,0.5,0.0
2017-03-06,0.0,0.0,0.5,1.0,0.0
2017-03-07,0.0,0.0,1.0,1.0,0.0
2017-03-08,,0.0,,,
2017-03-09,,0.0,,,
2017-03-10,0.0,0.0,0.0,0.0,0.0
2017-03-11,0.0,0.0,0.0,0.0,0.0
2017-03-12,0.0,0.0,0.5,1.0,0.0
2017-03-13,0.0,0.0,1.0,0.5,0.0
2017-03-14,0.0,0.0,0.5,0.5,0.0
2017-03-15,0.0,0.0,17.5,0.5,3.0
2017-03-16,0.0,0.0,0.0,0.5,0.0
2017-03-17,0.0,0.0,1.0,0.5,0.0
2017-03-18,0.0,0.0,0.0,1.0,0.0
2017-03-19,0.0,0.0,0.0,1.0,0.0
2017-03-20,0.5,0.0,16.0,0.5,0.0
2017-03-21,38.5,31.0,21.5,33.5,30.0
2017-03-22,0.0,0.0,1.0,0.0,0.0
2017-03-23,1.5,0.0,1.0,0.0,0.0
2017-03-24,1.5,0.0,0.5,1.0,0.0
2017-03-25,1.5,0.0,0.5,0.5,0.0
2017-03-26,1.5,6.0,0.5,3.5,0.0
2017-03-27,0.5,0.0,0.5,1.0,0.0
2017-03-28,8.5,8.0,28.5,20.0,51.0
2017-03-29,0.5,0.0,0.0,0.5,0.0
2017-03-30,21.0,1.0,0.0,0.0,0.0
2017-03-31,63.0,74.0,0.5,18.0,4.0
2017-04-01,0.0,1.0,0.0,0.0,51.0
2017-04-02,24.5,26.0,15.5,10.5,0.0
2017-04-03,30.5,43.0,18.0,1.5,0.0
2017-04-04,10.5,17.0,2.5,6.5,6.0
2017-04-05,0.5,0.0,0.0,2.0,0.0
2017-04-06,5.0,16.0,1.0,1.5,12.0
2017-04-07,19.0,3.0,3.5,2.5,0.0
2017-04-08,2.0,1.0,8.0,5.5,0.0
2017-04-09,0.0,0.0,0.0,1.5,0.0
2017-04-10,0.0,0.0,0.0,0.0,0.0
2017-04-11,0.0,13.0,0.0,0.0,1.0
2017-04-12,1.0,0.0,1.0,0.0,0.0
2017-04-13,0.0,5.0,0.0,2.0,0.0
2017-04-14,0.5,14.0,0.0,2.5,5.0
2017-04-15,0.0,0.0,1.0,0.0,0.0
2017-04-16,0.0,0.0,0.0,0.0,0.0
2017-04-17,0.0,0.0,0.0,0.0,0.0
2017-04-18,22.5,7.0,10.0,5.0,1.0
2017-04-19,0.0,,0.0,0.0,0.0
2017-04-20,0.0,,0.0,0.0,0.0
2017-04-21,0.0,0.0,0.0,0.0,0.0
2017-04-22,0.5,,2.0,2.0,0.0
2017-04-23,11.0,,0.0,0.0,0.0
2017-04-24,0.5,,0.0,0.0,0.0
2017-04-25,5.0,,2.0,1.0,1.0
2017-04-26,2.0,,4.5,0.0,1.0
2017-04-27,0.0,,0.0,0.0,0.0
2017-04-28,0.0,2.0,0.0,0.0,
2017-04-29,0.0,0.0,0.0,0.0,
2017-04-30,1.0,0.0,8.0,0.0,
2017-05-01,49.0,10.0,0.0,0.5,
2017-05-02,0.0,,0.0,0.0,
2017-05-03,14.0,,0.0,0.0,
2017-05-04,9.5,0.0,0.0,0.0,
2017-05-05,0.0,0.0,0.0,0.0,0.0
2017-05-06,0.5,0.0,0.0,0.0,0.0
2017-05-07,2.5,2.0,0.0,0.0,0.0
2017-05-08,12.5,7.0,11.5,3.0,3.0
2017-05-09,4.0,6.0,3.0,2.0,2.0
2017-05-10,18.0,22.0,23.5,42.0,64.0
2017-05-11,0.5,2.0,0.0,0.0,1.0
2017-05-12,6.0,26.0,1.5,6.0,0.0
2017-05-13,,1.0,22.5,13.5,2.0
2017-05-14,4.0,5.0,7.5,0.0,19.0
2017-05-15,0.0,0.0,0.0,0.0,0.0
2017-05-16,0.0,0.0,0.0,0.0,0.0
2017-05-17,0.0,0.0,0.0,0.0,0.0
2017-05-18,0.0,0.0,1.0,0.0,0.0
2017-05-19,0.5,0.0,0.5,0.0,0.0
2017-05-20,0.5,0.0,0.5,0.0,0.0
2017-05-21,0.5,0.0,4.5,0.0,0.0
2017-05-22,23.5,2.0,40.5,5.0,18.0
2017-05-23,9.5,22.0,30.5,4.5,4.0
2017-05-24,5.0,4.0,7.0,,2.0
2017-05-25,3.5,2.0,1.5,,4.0
2017-05-26,,20.0,,1.0,22.0
2017-05-27,,0.0,,0.5,1.0
2017-05-28,,0.0,,1.0,0.0
2017-05-29,,22.0,,1.0,3.0
2017-05-30,,2.0,,2.0,1.0
2017-05-31,,20.0,,,0.0
2017-06-01,,0.0,,,0.0
2017-06-02,,0.0,,0.5,1.0
2017-06-03,,0.0,,1.5,0.0
2017-06-04,,16.0,,5.0,26.0
2017-06-05,,0.0,,14.0,6.0
2017-06-06,,0.0,,0.0,1.0
2017-06-07,,0.0,,0.0,0.0
2017-06-08,,18.0,,0.0,0.0
2017-06-09,,1.0,4.0,0.0,0.0
2017-06-10,,32.0,54.5,0.0,59.0
2017-06-11,0.0,0.0,,0.0,0.0
2017-06-12,0.5,0.0,,0.5,0.0
2017-06-13,0.5,1.0,,0.5,0.0
2017-06-14,0.5,0.0,,0.5,0.0
2017-06-15,40.0,29.0,,1.5,0.0
2017-06-16,0.0,0.0,0.0,1.0,0.0
2017-06-17,0.0,5.0,0.0,2.5,0.0
2017-06-18,1.5,0.0,0.0,0.0,0.0
2017-06-19,16.0,6.0,8.0,6.0,14.0
2017-06-20,40.0,29.0,33.0,1.5,16.0
2017-06-21,6.0,3.0,22.5,37.0,1.0
2017-06-22,12.5,3.0,1.0,1.0,0.0
2017-06-23,6.5,0.0,13.5,0.0,8.0
2017-06-24,0.5,2.0,0.0,0.5,0.0
2017-06-25,3.0,0.0,15.0,3.5,1.0
2017-06-26,11.0,9.0,11.5,10.0,0.0
2017-06-27,4.0,3.0,5.0,2.0,0.0
2017-06-28,27.0,24.0,6.5,6.0,14.0
2017-06-29,7.0,6.0,24.0,25.0,3.0
2017-06-30,3.0,2.0,16.5,8.5,48.0
2017-07-01,0.5,0.0,0.5,0.0,0.0
2017-07-02,24.0,2.0,91.0,0.0,0.0
2017-07-03,39.0,40.0,8.5,29.0,19.0
2017-07-04,2.5,0.0,2.0,1.0,1.0
2017-07-05,2.0,0.0,2.5,0.5,0.0
2017-07-06,1.0,0.0,1.5,0.5,0.0
2017-07-07,27.0,57.0,2.0,2.5,0.0
2017-07-08,0.0,0.0,2.5,1.0,0.0
2017-07-09,31.0,69.0,35.5,49.0,74.0
2017-07-10,1.0,2.0,9.5,21.0,5.0
2017-07-11,1.0,2.0,3.0,15.0,96.0
2017-07-12,4.0,4.0,5.0,3.0,2.0
2017-07-13,24.5,12.0,23.0,17.5,6.0
2017-07-14,0.0,0.0,1.5,0.0,0.0
2017-07-15,0.0,0.0,2.0,1.0,0.0
2017-07-16,0.0,0.0,1.5,0.5,0.0
2017-07-17,0.0,0.0,1.0,1.0,0.0
2017-07-18,0.0,0.0,1.5,0.5,0.0
2017-07-19,0.0,3.0,1.0,1.0,1.0
2017-07-20,26.0,31.0,78.0,42.0,3.0
2017-07-21,0.0,0.0,0.0,0.0,
2017-07-22,0.0,0.0,0.0,0.0,
2017-07-23,0.0,0.0,0.0,0.0,
2017-07-24,1.0,6.0,0.0,0.0,
2017-07-25,0.0,0.0,0.0,0.0,
2017-07-26,0.0,0.0,85.0,0.0,
2017-07-27,,6.0,101.0,1.0,
2017-07-28,1.0,0.0,0.0,0.0,
2017-07-29,0.0,0.0,202.0,0.0,
2017-07-30,2.0,5.0,1.0,4.0,
2017-07-31,0.0,0.0,103.0,1.5,
2017-08-01,9.5,3.0,0.0,18.0,
2017-08-02,0.0,0.0,12.0,0.0,
2017-08-03,0.5,0.0,3.0,1.0,
2017-08-04,1.0,0.0,18.0,1.5,6.0
2017-08-05,5.0,0.0,44.5,0.5,0.0
2017-08-06,10.0,11.0,46.5,2.0,8.0
2017-08-07,1.5,0.0,63.5,0.0,0.0
2017-08-08,12.0,18.0,15.5,7.0,6.0
2017-08-09,0.0,0.0,1.5,1.5,0.0
2017-08-10,0.0,9.0,6.0,19.0,0.0
2017-08-11,14.5,7.0,4.0,0.5,1.0
2017-08-12,8.5,16.0,6.5,0.5,2.0
2017-08-13,0.0,2.0,2.0,3.0,0.0
2017-08-14,2.5,1.0,3.0,1.5,0.0
2017-08-15,0.0,0.0,2.0,0.0,0.0
2017-08-16,1.0,6.0,1.0,0.0,1.0
2017-08-17,2.5,2.0,1.5,2.0,6.0
2017-08-18,1.0,0.0,5.0,11.0,10.0
2017-08-19,0.0,0.0,1.5,0.0,0.0
2017-08-20,2.0,5.0,7.5,8.5,0.0
2017-08-21,5.0,4.0,51.0,17.0,1.0
2017-08-22,0.0,0.0,0.0,0.0,27.0
2017-08-23,0.0,0.0,0.0,0.0,0.0
2017-08-24,0.0,0.0,0.0,1.0,0.0
2017-08-25,6.0,12.0,0.0,1.0,13.0
2017-08-26,4.0,29.0,11.0,2.5,5.0
2017-08-27,0.0,0.0,1.5,0.0,0.0
2017-08-28,2.0,2.0,17.0,11.0,21.0
2017-08-29,31.5,9.0,7.5,4.0,3.0
2017-08-30,0.0,0.0,2.0,0.0,0.0
2017-08-31,0.0,0.0,0.0,0.0,0.0
2017-09-01,0.0,8.0,0.0,3.0,1.0
2017-09-02,0.0,0.0,0.0,0.0,0.0
2017-09-03,4.5,82.0,0.0,12.0,0.0
2017-09-04,0.0,0.0,0.0,0.0,0.0
2017-09-05,0.0,0.0,0.0,0.0,4.0
2017-09-06,0.0,0.0,0.0,0.0,0.0
2017-09-07,0.0,0.0,0.0,0.0,0.0
2017-09-08,3.0,0.0,0.0,0.0,0.0
2017-09-09,2.5,2.0,0.0,0.0,20.0
2017-09-10,4.5,14.0,0.0,25.5,1.0
2017-09-11,10.5,4.0,35.0,16.0,12.0
2017-09-12,1.0,0.0,2.5,1.0,0.0
2017-09-13,11.5,29.0,18.5,1.5,1.0
2017-09-14,2.0,3.0,0.0,6.0,2.0
2017-09-15,0.0,0.0,1.0,10.0,1.0
2017-09-16,0.0,0.0,0.0,0.0,0.0
2017-09-17,0.0,0.0,0.0,0.0,0.0
2017-09-18,88.0,68.0,40.0,52.0,2.0
2017-09-19,21.0,43.0,21.0,18.0,12.0
2017-09-20,25.5,1.0,13.0,0.0,28.0
2017-09-21,3.0,2.0,1.0,1.0,14.0
2017-09-22,,0.0,0.0,,0.0
2017-09-23,,0.0,0.0,,0.0
2017-09-24,,0.0,0.0,,0.0
2017-09-25,,0.0,0.0,,0.0
2017-09-26,19.0,17.0,8.0,38.5,28.0
2017-09-27,0.0,0.0,42.0,5.0,0.0
2017-09-28,45.5,39.0,63.0,27.0,3.0
2017-09-29,0.5,1.0,1.0,1.5,2.0
2017-09-30,9.0,0.0,,2.0,72.0
2017-10-01,4.0,28.0,,1.0,24.0
2017-10-02,0.0,0.0,,0.0,0.0
2017-10-03,3.0,1.0,,31.0,2.0
2017-10-04,1.5,1.0,,0.5,1.0
2017-10-05,0.0,0.0,,1.5,0.0
2017-10-06,0.0,0.0,,0.0,0.0
2017-10-07,29.0,9.0,,9.0,0.0
2017-10-08,1.5,2.0,,9.5,0.0
2017-10-09,5.0,5.0,,8.0,7.0
2017-10-10,6.0,9.0,0.0,30.0,2.0
2017-10-11,2.0,2.0,0.0,1.0,1.0
2017-10-12,12.0,0.0,0.0,2.0,80.0
2017-10-13,12.0,15.0,14.0,7.0,12.0
2017-10-14,1.5,0.0,1.0,0.0,66.0
2017-10-15,52.5,7.0,6.0,5.0,9.0
2017-10-16,1.5,0.0,0.0,0.0,0.0
2017-10-17,1.5,0.0,0.0,0.0,0.0
2017-10-18,10.0,17.0,1.0,0.0,0.0
2017-10-19,0.0,0.0,0.0,13.0,28.0
2017-10-20,5.5,0.0,8.0,15.0,1.0
2017-10-21,5.0,0.0,7.0,2.0,0.0
2017-10-22,2.0,2.0,28.0,0.5,7.0
2017-10-23,29.0,9.0,0.0,1.0,4.0
2017-10-24,0.0,0.0,0.0,0.5,0.0
2017-10-25,7.0,8.0,1.0,2.5,0.0
2017-10-26,22.0,85.0,43.0,68.5,5.0
2017-10-27,22.5,7.0,35.0,1.5,11.0
2017-10-28,2.0,9.0,0.0,0.0,1.0
2017-10-29,0.0,2.0,1.0,30.0,36.0
2017-10-30,12.5,13.0,19.0,25.0,0.0
2017-10-31,11.5,1.0,1.0,2.0,0.0
2017-11-01,5.5,2.0,,2.0,
2017-11-02,54.0,80.0,,136.5,
2017-11-03,1.0,0.0,0.0,1.5,1.0
2017-11-04,1.0,0.0,1.0,1.0,0.0
2017-11-05,7.5,5.0,2.0,6.5,3.0
2017-11-06,1.0,1.0,1.0,4.0,5.0
2017-11-07,1.0,8.0,19.0,0.0,41.0
2017-11-08,10.5,5.0,2.0,1.0,0.0
2017-11-09,22.5,68.0,0.0,25.0,5.0
2017-11-10,9.5,34.0,2.0,7.0,0.0
2017-11-11,63.0,33.0,19.0,7.0,32.0
2017-11-12,19.0,25.0,19.0,2.0,0.0
2017-11-13,0.0,1.0,0.0,0.0,
2017-11-14,2.0,2.0,7.0,4.5,
2017-11-15,0.0,0.0,0.0,0.5,0.0
2017-11-16,6.5,4.0,18.0,7.5,0.0
2017-11-17,21.0,10.0,3.0,0.0,6.0
2017-11-18,1.0,6.0,0.0,0.0,0.0
2017-11-19,0.0,0.0,0.0,0.0,0.0
2017-11-20,0.0,0.0,0.0,0.0,6.0
2017-11-21,0.0,1.0,4.0,0.0,0.0
2017-11-22,0.5,0.0,0.0,1.5,6.0
2017-11-23,9.5,13.0,9.0,8.0,15.0
2017-11-24,19.0,15.0,11.0,11.5,15.0
2017-11-25,8.0,10.0,16.0,9.0,8.0
2017-11-26,29.5,39.0,52.0,43.0,135.0
2017-11-27,100.5,76.0,63.0,43.5,53.0
2017-11-28,6.5,7.0,8.0,8.0,16.0
2017-11-29,8.0,1.0,10.0,0.0,3.0
2017-11-30,12.5,51.0,1.0,2.0,1.0
2017-12-01,20.0,11.0,24.0,14.0,62.0
2017-12-02,1.0,1.0,1.0,0.0,1.0
2017-12-03,2.0,7.0,0.0,4.0,0.0
2017-12-04,17.0,10.0,13.0,0.0,
2017-12-05,29.0,38.0,41.0,6.0,
2017-12-06,4.0,3.0,,0.0,
2017-12-07,0.0,6.0,,2.0,
2017-12-08,53.0,52.0,60.0,48.0,122.0
2017-12-09,5.0,6.0,17.0,14.0,0.0
2017-12-10,0.0,0.0,0.0,0.0,4.0
2017-12-11,0.5,1.0,0.0,0.0,3.0
2017-12-12,11.0,6.0,3.0,20.0,3.0
2017-12-13,0.5,0.0,0.0,0.0,0.0
2017-12-14,6.5,3.0,0.0,0.0,0.0
2017-12-15,0.0,1.0,0.0,0.0,0.0
2017-12-16,0.0,0.0,0.0,0.5,0.0
2017-12-17,15.0,9.0,26.0,20.0,5.0
2017-12-18,1.0,1.0,5.0,2.0,13.0
2017-12-19,0.0,0.0,0.0,1.5,3.0
2017-12-20,0.0,0.0,0.0,0.0,0.0
2017-12-21,0.0,0.0,0.0,0.0,0.0
2017-12-22,1.0,0.0,0.0,1.0,0.0
2017-12-23,39.0,38.0,41.0,39.0,55.0
2017-12-24,20.5,28.0,12.0,25.0,10.0
2017-12-25,0.0,0.0,0.0,0.0,1.0
2017-12-26,14.5,19.0,4.0,0.0,0.0
2017-12-27,5.0,4.0,4.0,3.5,64.0
2017-12-28,1.0,0.0,0.0,0.0,0.0
2017-12-29,109.5,96.0,70.0,52.0,63.0
2017-12-30,34.0,31.0,15.0,16.0,30.0
2017-12-31,76.0,82.0,24.0,39.0,30.0
2018-01-01,148.0,209.0,144.0,145.0,89.0
2018-01-02,103.0,127.0,70.0,54.0,19.0
2018-01-03,126.0,130.0,169.0,149.5,126.0
2018-01-04,,87.0,67.0,,116.0
2018-01-05,4.0,2.0,2.0,4.5,2.0
2018-01-06,0.0,0.0,0.0,0.5,8.0
2018-01-07,1.0,6.0,0.0,2.0,0.0
2018-01-08,15.0,1.0,17.0,9.0,6.0
2018-01-09,0.5,2.0,1.0,1.0,0.0
2018-01-10,22.5,8.0,4.0,2.5,3.0
2018-01-11,90.5,95.0,126.0,106.5,56.0
2018-01-12,93.0,116.0,168.0,129.0,111.0
2018-01-13,14.0,18.0,16.0,18.0,47.0
2018-01-14,10.0,9.0,9.0,9.5,9.0
2018-01-15,2.5,2.0,3.0,1.0,2.0
2018-01-16,4.0,1.0,0.0,0.0,0.0
2018-01-17,1.5,0.0,0.0,0.0,0.0
2018-01-18,1.0,0.0,0.0,0.0,1.0
2018-01-19,0.5,0.0,0.0,0.0,2.0
2018-01-20,15.5,21.0,7.0,9.0,94.0
2018-01-21,1.5,1.0,1.0,0.0,8.0
2018-01-22,0.0,0.0,0.0,1.0,14.0
2018-01-23,18.0,14.0,,10.0,
2018-01-24,0.5,0.0,0.0,2.0,1.0
2018-01-25,2.0,1.0,0.0,1.5,0.0
2018-01-26,5.5,14.0,8.0,25.0,80.0
2018-01-27,19.0,18.0,10.0,7.5,6.0
2018-01-28,22.0,16.0,2.0,4.5,9.0
2018-01-29,33.5,27.0,0.0,2.0,
2018-01-30,5.0,0.0,,0.0,
2018-01-31,0.5,0.0,0.0,0.0,0.0
2018-02-01,2.0,8.0,2.0,0.0,2.0
2018-02-02,13.0,8.0,14.0,14.0,4.0
2018-02-03,1.0,3.0,10.0,4.0,4.0
2018-02-04,0.0,0.0,0.0,0.5,0.0
2018-02-05,0.0,0.0,0.0,0.5,0.0
2018-02-06,0.0,0.0,0.0,0.5,
2018-02-07,0.0,0.0,0.0,0.5,0.0
2018-02-08,0.0,0.0,0.0,0.5,0.0
2018-02-09,0.0,0.0,0.0,1.5,0.0
2018-02-10,0.0,0.0,0.0,0.5,0.0
2018-02-11,0.0,0.0,0.0,0.5,0.0
2018-02-12,0.0,0.0,0.0,0.0,0.0
2018-02-13,39.0,40.0,15.0,16.0,4.0
2018-02-14,16.0,21.0,16.0,12.0,2.0
2018-02-15,0.0,0.0,0.0,1.0,
2018-02-16,0.0,0.0,0.0,0.0,
2018-02-17,0.0,0.0,0.0,0.0,
2018-02-18,0.0,0.0,0.0,0.0,
2018-02-19,,0.0,,,0.0
2018-02-20,,0.0,,,0.0
2018-02-21,0.0,0.0,0.0,0.5,6.0
2018-02-22,0.0,0.0,0.0,0.5,0.0
2018-02-23,91.0,85.0,30.0,24.0,5.0
2018-02-24,21.0,35.0,6.0,17.0,0.0
2018-02-25,0.0,0.0,0.0,0.0,0.0
2018-02-26,0.0,0.0,0.0,0.0,0.0
2018-02-27,0.0,0.0,0.0,0.0,0.0
2018-02-28,0.0,0.0,0.0,0.0,9.0
2018-03-01,0.0,0.0,0.0,0.0,0.0
2018-03-02,0.0,0.0,0.0,0.0,
2018-03-03,0.0,0.0,0.0,0.0,0.0
2018-03-04,0.0,0.0,,0.0,
2018-03-05,0.0,0.0,0.0,0.0,0.0
2018-03-06,0.0,0.0,0.0,0.0,0.0
2018-03-07,84.0,22.0,5.0,4.0,8.0
2018-03-08,4.5,1.0,3.0,2.0,7.0
2018-03-09,9.0,11.0,1.0,17.0,0.0
2018-03-10,2.5,1.0,,2.0,
2018-03-11,6.5,8.0,,0.0,
2018-03-12,0.0,0.0,,1.5,
2018-03-13,0.0,1.0,,0.0,
2018-03-14,0.0,0.0,0.0,0.0,0.0
2018-03-15,0.0,0.0,0.0,0.0,0.0
2018-03-16,0.0,0.0,0.0,0.0,2.0
2018-03-17,0.0,0.0,0.0,0.0,0.0
2018-03-18,0.0,0.0,0.0,0.0,1.0
2018-03-19,0.0,0.0,0.0,0.0,0.0
2018-03-20,0.0,0.0,0.0,0.0,0.0
2018-03-21,0.0,,0.0,0.0,0.0
2018-03-22,0.0,,0.0,0.0,0.0
2018-03-23,0.0,,1.0,0.0,0.0
2018-03-24,8.0,,10.0,0.0,5.0
2018-03-25,0.0,,0.0,0.5,27.0
2018-03-26,29.0,,,4.5,
2018-03-27,0.0,,,0.0,
2018-03-28,0.0,,0.0,0.0,0.0
2018-03-29,0.0,,0.0,0.0,0.0
2018-03-30,0.0,,0.0,0.0,4.0
2018-03-31,0.0,,0.0,0.5,0.0
2018-04-01,0.0,,0.0,2.5,0.0
2018-04-02,0.0,,0.0,1.0,0.0
2018-04-03,0.0,,0.0,4.0,0.0
2018-04-04,0.0,,0.0,0.0,0.0
2018-04-05,0.0,,0.0,1.0,0.0
2018-04-06,0.0,,0.0,0.5,0.0
2018-04-07,0.0,,0.0,0.5,0.0
2018-04-08,9.0,,,7.5,
2018-04-09,1.0,,,0.0,
2018-04-10,1.5,,0.0,0.0,0.0
2018-04-11,0.0,,0.0,3.0,0.0
2018-04-12,0.0,,0.0,1.0,0.0
2018-04-13,0.0,,0.0,1.0,0.0
2018-04-14,19.0,,3.0,7.5,8.0
2018-04-15,0.0,,0.0,0.0,11.0
2018-04-16,3.0,,1.0,16.5,0.0
2018-04-17,2.0,,0.0,5.5,0.0
2018-04-18,46.0,,7.0,4.5,0.0
2018-04-19,,,,,0.0
2018-04-20,,,,,
2018-04-21,2.0,,,1.0,0.0
2018-04-22,1.5,,,0.0,0.0
2018-04-23,,,,,
2018-04-24,,,,,
2018-04-25,,6.0,,,
2018-04-26,,0.0,,,
2018-04-27,,15.0,,,
2018-04-28,0.0,0.0,0.0,0.0,
2018-04-29,0.0,0.0,23.0,0.0,
2018-04-30,,0.0,16.0,,18.0
2018-05-01,,48.0,,,25.0
2018-05-02,,0.0,,,7.0
2018-05-03,1.0,2.0,0.0,0.0,0.0
2018-05-04,2.0,0.0,0.0,0.5,0.0
2018-05-05,2.5,3.0,0.0,1.5,1.0
2018-05-06,2.0,0.0,0.0,1.5,0.0
2018-05-07,2.5,0.0,0.0,1.0,0.0
2018-05-08,2.0,0.0,0.0,0.5,0.0
2018-05-09,,1.0,,1.5,0.0
2018-05-10,3.5,0.0,,0.0,2.0
2018-05-11,2.5,0.0,,0.0,
2018-05-12,2.0,0.0,,1.0,
2018-05-13,17.5,0.0,0.0,0.5,8.0
2018-05-14,0.0,0.0,,1.0,0.0
2018-05-15,4.0,0.0,42.0,,0.0
2018-05-16,3.5,,1.0,0.0,0.0
2018-05-17,0.0,,0.0,,0.0
2018-05-18,0.0,,0.0,,0.0
2018-05-19,0.0,,,,22.0
2018-05-20,0.5,,14.0,,0.0
2018-05-21,0.0,0.0,0.0,0.0,0.0
2018-05-22,,0.0,,,0.0
2018-05-23,,1.0,,,45.0
2018-05-24,,0.0,,,6.0
2018-05-25,,46.0,,,0.0
2018-05-26,2.0,2.0,,,2.0
2018-05-27,6.0,7.0,,,13.0
2018-05-28,,0.0,,,0.0
2018-05-29,0.0,0.0,,,11.0
2018-05-30,,6.0,,,38.0
2018-05-31,,53.0,,,2.0
2018-06-01,,5.0,,,20.0
2018-06-02,,1.0,,,
2018-06-03,,0.0,,,
2018-06-04,,0.0,,,0.0
2018-06-05,,0.0,,,26.0
2018-06-06,1.5,,,0.0,7.0
2018-06-07,13.5,,,46.5,0.0
2018-06-08,0.0,,,0.0,0.0
2018-06-09,0.5,,,0.0,0.0
2018-06-10,0.0,2.0,,0.0,0.0
2018-06-11,0.0,0.0,,0.0,0.0
2018-06-12,11.5,20.0,6.0,8.5,4.0
2018-06-13,0.0,0.0,0.0,0.0,0.0
2018-06-14,0.0,0.0,0.0,0.0,0.0
2018-06-15,0.0,0.0,1.0,4.0,16.0
2018-06-16,0.0,0.0,0.0,0.0,0.0
2018-06-17,0.0,0.0,0.0,0.5,27.0
2018-06-18,0.0,0.0,0.0,0.0,0.0
2018-06-19,0.5,0.0,0.0,0.0,0.0
2018-06-20,45.5,46.0,18.0,48.0,1.0
2018-06-21,0.0,0.0,0.0,0.0,0.0
2018-06-22,0.0,0.0,0.0,0.0,4.0
2018-06-23,6.5,7.0,37.0,,2.0
2018-06-24,62.5,10.0,1.0,3.5,0.0
2018-06-25,39.0,,0.0,0.0,0.0
2018-06-26,1.5,,,1.0,
2018-06-27,0.0,4.0,0.0,0.0,0.0
2018-06-28,0.5,11.0,,,3.0
2018-06-29,7.0,2.0,0.0,2.0,12.0
2018-06-30,1.5,0.0,0.0,0.0,0.0
2018-07-01,29.5,34.0,6.0,6.5,6.0
2018-07-02,3.0,4.0,4.0,2.0,0.0
2018-07-03,8.5,14.0,,2.0,
2018-07-04,1.5,4.0,0.0,0.5,0.0
2018-07-05,0.5,0.0,0.0,0.0,0.0
2018-07-06,0.0,0.0,0.0,0.0,0.0
2018-07-07,0.0,0.0,0.0,0.0,0.0
2018-07-08,0.0,0.0,0.0,1.0,0.0
2018-07-09,0.0,0.0,1.0,0.0,0.0
2018-07-10,0.0,0.0,0.0,0.0,0.0
2018-07-11,0.0,1.0,0.0,0.0,0.0
2018-07-12,0.0,0.0,0.0,0.0,0.0
2018-07-13,0.0,0.0,0.0,0.0,0.0
2018-07-14,0.0,0.0,0.0,0.0,0.0
2018-07-15,0.0,,0.0,0.0,0.0
2018-07-16,2.0,,0.0,0.0,0.0
2018-07-17,0.0,,0.0,0.0,0.0
2018-07-18,0.0,,0.0,0.0,0.0
2018-07-19,,,0.0,,11.0
2018-07-20,,0.0,0.0,,0.0
2018-07-21,,0.0,0.0,,21.0
2018-07-22,,0.0,0.0,,0.0
2018-07-23,,12.0,4.0,,23.0
2018-07-24,5.0,11.0,12.0,8.5,3.0
2018-07-25,0.0,2.0,1.0,0.5,7.0
2018-07-26,0.0,0.0,0.0,0.0,0.0
2018-07-27,0.0,1.0,0.0,10.0,0.0
2018-07-28,0.5,0.0,0.0,6.0,42.0
2018-07-29,18.0,5.0,17.0,50.0,6.0
2018-07-30,0.0,0.0,0.0,5.0,72.0
2018-07-31,45.5,53.0,16.0,13.5,13.0
2018-08-01,0.5,2.0,0.0,1.0,28.0
2018-08-02,0.0,0.0,2.0,0.0,36.0
2018-08-03,0.0,0.0,0.0,0.0,0.0
2018-08-04,0.0,0.0,0.0,0.0,27.0
